Name,Gender,Height,Education Level,Eye Color,Married,Salary Income,Depressed
Doralia Langridge,Male,150,Low,Brown,No,11000000,Yes
Jeremy Fant,Female,164,Low,Black,Yes,59000000,No
Brady Klassmann,Male,158,High,Black,Yes,101000000,No
Barry Taunton.,Male,175,High,Gray,No,42000000,Yes
Tessie Kropp,Female,172,Intermediate,Gray,No,49000000,Yes
Kayne Beumant,Male,161,Low,Blue,No,40000000,Yes
Deva Troman,Male,161,High,Black,Yes,45000000,No
Roze Engledow,Female,165,Intermediate,Gray,Yes,110000000,No
Olly Rupp,Female,159,Low,Brown,Yes,45000000,Yes
Kriste Dincey,Female,165,Intermediate,Brown,No,58000000,Yes
Pepe Ocklin,Female,160,Intermediate,Black,Yes,122000000,No
Weston Pavek,Male,185,Intermediate,Black,Yes,137000000,No
Leland Merner,Female,157,Low,Brown,Yes,25000000,No
Romona Wyche,Male,156,Intermediate,Brown,Yes,145000000,No
Bernetta Kenryd,Female,180,Intermediate,Blue,No,97000000,No
Quintin Peyto,Male,148,Intermediate,Blue,Yes,38000000,No
Dayle Plumley,Male,170,Intermediate,Black,No,147000000,No
Idalina Golsby,Female,179,High,Gray,Yes,54000000,Yes
Milzie Physick,Female,177,Intermediate,Brown,No,41000000,Yes
Rhett Snoding,Male,174,Intermediate,Blue,Yes,74000000,No
Jose Hollindale,Female,161,Intermediate,Blue,Yes,27000000,No
Donal Dyett,Female,158,Intermediate,Blue,Yes,16000000,No
Donni Whittuck,Male,158,High,Brown,Yes,87000000,No
Anatollo Skottle,Female,151,Intermediate,Gray,No,41000000,Yes
Twila Flecknoe,Male,184,Intermediate,Gray,No,103000000,Yes
Daryle Boundey,Male,157,Intermediate,Brown,Yes,12000000,Yes
Hattie Watling,Female,167,High,Black,Yes,40000000,No
Lorinda Lardge,Male,162,High,Black,Yes,148000000,No
Amandie Vigar,Female,170,Intermediate,Gray,No,3000000,Yes
Kyle Evins,Female,152,High,Gray,No,33000000,Yes
Alison Poynser,Female,172,Intermediate,Black,Yes,124000000,No
Nicol Valdes,Female,165,Low,Gray,No,44000000,Yes
Mellisent Gouldthorpe,Female,179,Low,Gray,Yes,19000000,Yes
Jemie Londsdale,Female,167,High,Gray,No,55000000,Yes
Raynor Labdon,Male,149,High,Black,Yes,19000000,No
Lindy Ascraft,Male,142,Intermediate,Blue,Yes,146000000,No
Herby Ellings,Female,158,High,Black,No,5000000,Yes
Jessee Woolveridge,Male,181,Intermediate,Black,Yes,146000000,No
Francine Elph,Female,177,Intermediate,Brown,Yes,54000000,Yes
Marina Geeve,Male,159,High,Blue,Yes,124000000,No
Cristian Ralls,Male,163,Intermediate,Blue,No,25000000,Yes
Fabiano Trevon,Female,161,High,Blue,No,120000000,Yes
Celine Mayhow,Male,168,Low,Brown,No,78000000,Yes
Cori Drakes,Female,154,High,Brown,No,6000000,Yes
Tilda Farnfield,Male,151,Low,Black,Yes,85000000,No
Elle Ovey,Male,165,High,Black,Yes,87000000,No
Dicky Joskovitch,Male,165,Intermediate,Blue,No,127000000,No
Jordain Pantone,Male,157,Intermediate,Brown,Yes,59000000,Yes
Bertie Vossing,Male,141,Low,Blue,Yes,12000000,No
Otha Colbran,Male,153,Low,Gray,Yes,25000000,No
Bernadina Pilsbury,Female,161,Intermediate,Blue,Yes,47000000,No
Win Calbreath,Female,172,Intermediate,Gray,Yes,51000000,Yes
Winny Bowering,Female,141,High,Blue,Yes,69000000,No
Weylin Meecher,Female,151,High,Blue,Yes,137000000,No
Baily Piccard,Male,160,Intermediate,Black,Yes,42000000,No
Petronille Arnauduc,Female,184,High,Gray,No,61000000,Yes
Ignacio Sings,Female,177,High,Gray,Yes,13000000,Yes
Haslett Downgate,Female,146,Intermediate,Brown,No,75000000,No
Morley Mainland,Male,151,Intermediate,Black,Yes,45000000,No
Cassi Curless,Female,142,Low,Blue,Yes,42000000,No
Brenn Gillio,Male,157,Low,Brown,No,24000000,Yes
Chester Trevallion,Female,147,High,Black,Yes,54000000,No
Carmine Kennard,Male,149,Intermediate,Gray,No,47000000,Yes
Donia Filipov,Male,163,High,Brown,Yes,125000000,No
Devinne Bilbie,Female,165,Intermediate,Brown,Yes,43000000,No
Nappy Geraudy,Female,147,High,Gray,Yes,132000000,No
Marylinda Kemmer,Female,144,Intermediate,Blue,Yes,129000000,No
Husain Hackly,Male,147,Intermediate,Gray,Yes,91000000,No
Barnabe Aldwich,Female,155,Intermediate,Blue,Yes,74000000,No
Kip Redmile,Female,153,High,Blue,No,94000000,No
Emlynn Lowsely,Male,156,Intermediate,Brown,Yes,41000000,Yes
Alaine Benadette,Male,153,Low,Gray,No,17000000,Yes
Camilla Langhor,Female,161,High,Black,No,48000000,No
Marian Boutton,Female,163,Intermediate,Black,No,143000000,No
Elia Pinel,Female,179,Intermediate,Black,Yes,32000000,No
Loralee Skidmore,Male,160,Intermediate,Blue,No,140000000,Yes
Caleb Poltone,Female,159,Intermediate,Gray,No,13000000,Yes
Stewart Mottershaw,Male,175,Intermediate,Brown,Yes,29000000,Yes
Erinn Fathers,Male,163,Intermediate,Black,Yes,11000000,No
Brande Purkiss,Female,147,Intermediate,Blue,Yes,51000000,No
Jeramey Paradise,Male,185,High,Black,No,40000000,No
Aurelia Merrisson,Female,174,Low,Gray,No,44000000,Yes
Chrisy Caustick,Female,175,High,Brown,No,59000000,Yes
Darby McMillam,Female,140,Low,Brown,No,23000000,Yes
Bernie Rockliffe,Male,156,Low,Brown,Yes,97000000,No
Delly Albone,Female,180,Intermediate,Brown,No,41000000,Yes
Tova Stable,Female,163,High,Gray,No,53000000,Yes
Cthrine Holbarrow,Female,156,High,Blue,Yes,49000000,No
Yetty McVitty,Male,165,Intermediate,Black,Yes,148000000,No
Katine Whipple,Male,150,High,Gray,No,49000000,Yes
Hymie Landrean,Male,152,Intermediate,Brown,No,97000000,Yes
Blythe Fitzsimmons,Male,161,High,Brown,No,115000000,No
Atlante Wrist,Female,153,High,Gray,No,129000000,Yes
Wiatt Brownsmith,Female,151,Low,Gray,No,131000000,Yes
Tammie Lindermann,Female,144,High,Gray,Yes,73000000,No
Bili Laden,Male,177,Intermediate,Brown,No,7000000,Yes
Harrietta Barczynski,Female,181,Low,Brown,No,36000000,Yes
Stefan Mallison,Male,141,Intermediate,Black,Yes,21000000,No
Anastasie Cantero,Female,184,Low,Gray,No,59000000,Yes
D'arcy Gibby,Female,145,High,Black,Yes,109000000,No
Barbara Walesa,Male,177,Low,Gray,No,57000000,Yes
Rubina Zamboniari,Female,172,Intermediate,Brown,No,92000000,Yes
Jacqui Walcar,Female,147,Intermediate,Black,No,90000000,Yes
Stanislaus Stilly,Male,167,High,Blue,Yes,126000000,Yes
Daven Desorts,Male,151,Low,Blue,Yes,41000000,No
Humberto Wakely,Female,153,Low,Brown,No,51000000,Yes
Brewster Levi,Male,155,Intermediate,Black,Yes,118000000,No
Ellary Giggie,Female,158,High,Blue,Yes,61000000,Yes
Em Drivers,Male,163,Low,Gray,No,43000000,Yes
Georgia Fetherston,Male,152,Intermediate,Blue,No,44000000,Yes
Kare Fabler,Male,160,Low,Blue,No,20000000,Yes
Tiebold Smithe,Male,162,Intermediate,Brown,No,26000000,Yes
Florida Moir,Male,163,High,Gray,No,19000000,Yes
Will Defries,Female,155,High,Blue,Yes,144000000,No
Adriaens Giacopini,Female,182,High,Black,Yes,53000000,No
Emalia Allwell,Male,149,Low,Gray,No,48000000,Yes
Zacherie Webbe,Female,150,Intermediate,Black,Yes,53000000,No
Goldi Hayler,Male,144,Intermediate,Gray,Yes,51000000,Yes
Marga Amps,Female,160,Intermediate,Brown,No,12000000,Yes
Lamar Haugeh,Female,175,Low,Black,No,56000000,Yes
Frankie Myner,Female,147,High,Brown,Yes,41000000,No
Lisha Kahan,Female,142,High,Blue,Yes,53000000,No
Delphinia Vowells,Female,153,Low,Blue,Yes,53000000,Yes
Gery Gove,Female,180,High,Brown,No,43000000,Yes
Norean Gitthouse,Female,163,Low,Brown,No,22000000,Yes
Pancho Kolak,Male,176,High,Black,No,148000000,No
Prudy Watkin,Male,145,High,Blue,No,127000000,No
Coreen Vassall,Male,181,Low,Gray,No,7000000,Yes
Shayne Witherspoon,Male,153,Low,Gray,Yes,96000000,No
Shandie Boner,Male,164,Low,Blue,Yes,57000000,No
Parrnell Peffer,Female,145,Intermediate,Blue,Yes,69000000,No
Almeda McGloughlin,Female,165,High,Blue,Yes,49000000,No
Algernon Napier,Male,151,Low,Gray,No,124000000,Yes
Leonerd McCue,Male,159,Low,Gray,Yes,147000000,Yes
Jolynn Caghan,Female,183,Intermediate,Blue,Yes,32000000,Yes
Jeffy Howsley,Male,151,Intermediate,Black,No,48000000,No
Rae Deave,Female,144,Low,Brown,Yes,22000000,Yes
Christie Proby,Male,180,Intermediate,Brown,No,1000000,Yes
Jerrie Churchward,Female,143,Low,Gray,No,13000000,Yes
Derrik Zealy,Female,154,Intermediate,Gray,Yes,98000000,Yes
Sabine Orchart,Female,144,Intermediate,Brown,Yes,125000000,No
Osborne Grishanin,Male,158,Intermediate,Brown,Yes,56000000,No
Linn Iannello,Male,151,Intermediate,Gray,No,6000000,No
Vivyanne Happs,Male,157,High,Gray,No,24000000,Yes
Cassi Toten,Male,157,Low,Brown,Yes,134000000,Yes
Alene Baversor,Female,165,High,Blue,Yes,107000000,No
Owen Mizen,Male,152,High,Blue,No,50000000,No
Bethina Mungane,Female,159,Intermediate,Black,Yes,111000000,No
Dore Barck,Female,159,Low,Brown,No,58000000,Yes
Sella Menchenton,Female,172,Intermediate,Brown,Yes,132000000,No
Cross Unitt,Female,153,High,Gray,No,76000000,Yes
Myca Hawk,Female,165,Intermediate,Blue,Yes,119000000,No
Jessamine Vinck,Male,162,High,Gray,Yes,67000000,No
Noll Vannacci,Female,151,Intermediate,Brown,No,21000000,Yes
Karen Slyne,Female,150,Intermediate,Gray,No,3000000,Yes
Wesley Goslin,Male,163,Intermediate,Black,Yes,109000000,No
Ashia Dunthorn,Female,152,Low,Black,Yes,135000000,No
Pearle Yakuntzov,Female,165,High,Gray,Yes,117000000,No
Danica Guilloneau,Male,167,High,Blue,Yes,48000000,No
Brandy Trathen,Female,157,Low,Gray,No,137000000,Yes
Jamil Ruprich,Male,156,Intermediate,Blue,Yes,84000000,No
Jessalin Newey,Female,165,Low,Blue,Yes,42000000,Yes
Haley Moon,Male,178,Low,Black,No,19000000,Yes
Baird Spatari,Male,154,Low,Black,No,31000000,No
Nance Strodder,Male,161,Low,Black,Yes,93000000,No
Ruttger Pleming,Female,155,Intermediate,Black,Yes,139000000,No
Cordy Chapellow,Female,181,High,Blue,No,82000000,No
Shem Felix,Male,147,Low,Gray,No,140000000,Yes
Gerry Kirdsch,Male,140,Low,Black,No,141000000,No
Duane Howerd,Male,140,High,Blue,Yes,71000000,No
Barnaby Gowen,Female,160,High,Gray,Yes,53000000,Yes
Cindi Merrikin,Male,157,High,Blue,Yes,76000000,No
Ronalda Matokhnin,Female,163,High,Brown,No,41000000,Yes
Julianne Martt,Female,180,Low,Brown,No,40000000,Yes
Nicola Redwin,Male,167,High,Gray,Yes,53000000,Yes
Gena Lockhart,Female,142,Intermediate,Black,Yes,131000000,No
Cherilynn Andriuzzi,Female,156,High,Black,Yes,109000000,No
Dell Carden,Female,151,Intermediate,Blue,Yes,150000000,No
Danny Simo,Male,153,Intermediate,Brown,No,35000000,Yes
Evelyn Weadick,Female,157,Intermediate,Blue,Yes,92000000,No
Ferguson Buddington,Female,172,Low,Black,No,64000000,No
Ealasaid Durrad,Female,145,High,Brown,Yes,49000000,No
Judon Derdes,Male,143,Low,Black,Yes,47000000,No
Koressa Almak,Female,164,High,Blue,Yes,72000000,No
Brigid Heppner,Female,178,Low,Blue,Yes,57000000,No
Sianna Element,Female,181,Intermediate,Brown,No,59000000,Yes
Julia Beacroft,Female,156,Low,Gray,Yes,19000000,Yes
Rosalie Escala,Female,157,High,Brown,Yes,99000000,Yes
Isidora Camus,Male,159,Intermediate,Gray,Yes,105000000,No
Lucias McMillian,Female,154,Low,Gray,No,116000000,Yes
Cletis Clench,Male,147,Intermediate,Gray,No,7000000,Yes
Kass Fidian,Male,156,Low,Brown,No,46000000,Yes
Frankie Aireton,Male,172,Low,Gray,No,23000000,Yes
Eolanda Claybourn,Female,170,Intermediate,Gray,No,57000000,Yes
Edeline Snelman,Female,156,Low,Brown,No,108000000,Yes
Emilie Mandifield,Female,165,Intermediate,Gray,No,41000000,Yes
Quinn Scripps,Female,156,High,Gray,Yes,35000000,Yes
Harmon Tripett,Female,158,Low,Blue,No,54000000,No
Shani O'Day,Male,170,Low,Brown,No,43000000,Yes
Lorine Ventum,Female,179,Intermediate,Blue,Yes,140000000,No
Brannon D'Aeth,Female,158,Low,Blue,Yes,136000000,No
Mel Winram,Male,164,High,Blue,Yes,57000000,No
Bernhard Foy,Male,147,Intermediate,Black,Yes,85000000,No
Rad Slym,Male,150,High,Blue,Yes,44000000,No
Rochella Janata,Male,153,Low,Black,No,45000000,Yes
Maje Jozef,Male,163,Intermediate,Blue,Yes,56000000,No
Pietrek Drever,Male,160,Low,Gray,No,15000000,Yes
Electra Cumbers,Female,168,Intermediate,Gray,No,50000000,Yes
Juline Ghelardoni,Female,164,High,Brown,No,6000000,Yes
Pauletta Vasilenko,Male,185,Intermediate,Brown,No,117000000,Yes
Augy Olpin,Female,168,Intermediate,Black,Yes,55000000,No
Gilda Suffe,Male,156,Intermediate,Gray,Yes,21000000,Yes
Martyn Steutly,Female,153,Intermediate,Brown,No,39000000,Yes
Jordana McFetridge,Male,167,High,Black,Yes,86000000,No
Sharron Reburn,Male,153,High,Blue,No,125000000,No
Simona Loomis,Female,146,High,Blue,No,114000000,No
Liz Ethridge,Male,165,Intermediate,Brown,Yes,18000000,Yes
Melania Figgen,Female,154,Low,Gray,No,16000000,Yes
Ive Draude,Male,143,Intermediate,Black,Yes,34000000,No
Miguelita Saturley,Female,159,Intermediate,Black,No,41000000,No
Alis Mora,Female,150,Intermediate,Gray,No,89000000,Yes
Iggy Haking,Female,160,Low,Brown,No,18000000,Yes
Evy Blacksland,Male,170,Low,Brown,No,22000000,Yes
Merissa Antosik,Male,154,High,Blue,No,13000000,No
Lucia Comizzoli,Male,164,Intermediate,Gray,No,48000000,Yes
Violante Dener,Male,161,Intermediate,Blue,No,147000000,No
Agnesse Prigmore,Female,160,Intermediate,Blue,Yes,62000000,No
Alicia Yegorev,Female,160,Low,Brown,No,56000000,Yes
Arly Deare,Female,166,High,Brown,No,20000000,Yes
Isaak Heinel,Male,164,High,Blue,Yes,69000000,No
Rockie Bakesef,Male,146,High,Brown,Yes,130000000,No
Teri Wanjek,Male,162,Low,Gray,No,60000000,Yes
Lavina Attwill,Male,160,Intermediate,Brown,No,55000000,Yes
Glenna Heugh,Female,158,Intermediate,Black,No,55000000,No
Kale Klaffs,Female,143,High,Brown,No,141000000,Yes
Claudell Artingstall,Female,155,High,Blue,Yes,70000000,No
Ky Olenchikov,Male,170,Low,Blue,No,115000000,Yes
Jasmine Orrill,Male,164,Intermediate,Blue,Yes,18000000,No
Raviv Philcott,Female,176,Intermediate,Gray,No,40000000,Yes
Jeana Miebes,Female,171,High,Brown,No,19000000,Yes
Devondra Klimt,Male,161,High,Black,No,61000000,No
Ferrel Hinchcliffe,Female,176,Low,Gray,No,39000000,Yes
Jonie Dunkerton,Male,181,Intermediate,Gray,No,83000000,Yes
Standford Gribbin,Female,177,Low,Gray,No,36000000,Yes
Stanislaw Jansen,Male,148,Low,Blue,No,24000000,No
Candie Arnaldi,Male,181,Low,Gray,No,94000000,Yes
Roberto Plunket,Male,145,High,Gray,Yes,84000000,Yes
Anett Bayless,Male,159,Low,Gray,No,12000000,Yes
Arnie Shieber,Female,158,Intermediate,Black,Yes,36000000,No
Roi Saywell,Male,175,High,Brown,No,33000000,Yes
Dolley Manby,Female,152,High,Blue,Yes,80000000,No
Cordy Rochewell,Male,156,Low,Gray,Yes,70000000,No
Ninnetta Trumper,Male,150,Intermediate,Blue,Yes,112000000,No
Kelby O'Hone,Female,157,Intermediate,Brown,Yes,49000000,Yes
Samson Siward,Female,141,Low,Blue,No,10000000,Yes
Perle Carle,Male,162,Intermediate,Blue,Yes,64000000,No
Swen Magowan,Male,155,Low,Black,Yes,140000000,No
Nana McConway,Female,184,Low,Brown,Yes,28000000,No
Alexine Barcroft,Female,141,High,Black,No,90000000,No
Tonnie Freiburger,Male,156,Intermediate,Blue,Yes,100000000,No
Zebulen Baytrop,Male,161,High,Black,No,50000000,Yes
Retha Allder,Male,150,Intermediate,Black,No,125000000,No
Skye Foldes,Female,158,Intermediate,Blue,No,59000000,Yes
Thadeus Sired,Female,164,Intermediate,Black,No,13000000,Yes
Juditha Codling,Female,156,Intermediate,Gray,No,57000000,Yes
Loren Tunstall,Female,160,Low,Gray,No,59000000,Yes
Kennett Birtwell,Female,182,Intermediate,Brown,No,5000000,Yes
Petronilla Pettitt,Male,153,High,Blue,Yes,129000000,No
Talya Banker,Female,145,Intermediate,Black,Yes,131000000,No
Ardith Durrans,Female,149,Intermediate,Brown,Yes,29000000,No
Marshall Risom,Male,172,Intermediate,Black,Yes,55000000,No
Ashely Poundsford,Female,181,High,Brown,No,42000000,Yes
Wylma Finicj,Male,143,Intermediate,Brown,No,50000000,Yes
Ludovika Balls,Male,173,High,Black,No,83000000,No
Junina Benoy,Female,181,Low,Black,Yes,56000000,No
Tiffi Howen,Male,169,Intermediate,Gray,Yes,48000000,Yes
Shoshana Shortell,Male,166,Low,Gray,No,37000000,Yes
Alvan Izzatt,Female,178,Intermediate,Brown,Yes,58000000,Yes
Florie Churm,Female,144,Low,Brown,No,32000000,Yes
Merrill Cullip,Female,144,Intermediate,Gray,Yes,56000000,No
Toinette Dedney,Female,167,Intermediate,Gray,No,128000000,Yes
Annalise Bebb,Female,149,Low,Brown,No,90000000,No
Caesar Crosen,Male,165,Low,Gray,No,131000000,Yes
Hans Beebe,Male,160,Intermediate,Blue,Yes,36000000,No
Orin Plampeyn,Male,153,Low,Blue,Yes,44000000,No
Emmye Whaley,Male,168,Intermediate,Gray,No,22000000,Yes
Rice Lynskey,Male,155,High,Brown,Yes,58000000,No
Glenna McNea,Female,159,Intermediate,Gray,No,42000000,Yes
Olympe Oxenham,Female,146,Low,Black,Yes,51000000,No
Reiko Durrans,Male,145,Intermediate,Brown,No,23000000,Yes
Davida Kleinerman,Male,167,Intermediate,Gray,No,54000000,Yes
Galina BURWIN,Female,147,High,Black,Yes,1000000,No
Sal De Giorgi,Male,141,Intermediate,Brown,Yes,40000000,No
Thorstein Horrell,Female,176,High,Black,Yes,70000000,No
Cathlene Burleton,Female,152,Low,Gray,No,55000000,Yes
Phillie Culpan,Male,153,High,Brown,No,8000000,Yes
Elisabeth Marsden,Male,163,High,Brown,Yes,49000000,No
Luce Algeo,Male,161,Low,Gray,No,12000000,Yes
Aggie Raft,Female,162,High,Brown,No,11000000,Yes
Gerta Puckrin,Male,170,Intermediate,Blue,Yes,39000000,No
Wilie Arsmith,Male,146,Intermediate,Blue,No,93000000,No
Johannes Robbe,Female,155,High,Blue,Yes,51000000,No
Calv Kemmons,Male,161,Intermediate,Gray,No,49000000,Yes
Alessandro Goldhawk,Female,177,Intermediate,Gray,Yes,96000000,No
Tannie Batman,Female,159,Intermediate,Blue,Yes,32000000,No
Lion Moncaster,Female,144,Low,Brown,No,22000000,Yes
Teddy Alessandretti,Male,152,Low,Brown,No,46000000,Yes
Etta Aickin,Male,141,High,Brown,No,35000000,No
Ben McKibbin,Female,155,Intermediate,Gray,No,40000000,Yes
Peter Hubeaux,Male,185,Intermediate,Gray,No,43000000,Yes
Sinclare Kumar,Female,162,High,Blue,Yes,57000000,No
Camala Minichillo,Female,147,Intermediate,Black,No,20000000,No
Margy Dungee,Male,165,High,Gray,Yes,146000000,No
Avie Govinlock,Female,157,Intermediate,Black,Yes,128000000,No
Aland Petrenko,Male,146,High,Gray,No,38000000,No
Beau MacAdie,Female,175,Low,Gray,No,21000000,Yes
Worth Guisby,Male,150,Intermediate,Blue,Yes,28000000,No
Nelson Candwell,Female,178,High,Brown,No,44000000,Yes
Eddie Cleve,Female,162,Low,Brown,No,53000000,Yes
Bartholemy Swinbourne,Female,174,Intermediate,Brown,No,58000000,Yes
Nessy Dagnan,Male,169,High,Brown,No,31000000,Yes
Aretha Semour,Male,155,High,Gray,No,3000000,Yes
Maurizio Dorney,Male,162,Low,Black,Yes,51000000,Yes
Audy Diter,Male,150,High,Gray,Yes,148000000,No
Kerrie Radford,Female,158,High,Black,Yes,54000000,No
Gray Daveren,Male,164,Intermediate,Blue,Yes,98000000,No
Forrest Alliberton,Female,143,Low,Brown,Yes,148000000,Yes
Aldin Sarfas,Female,145,High,Blue,Yes,57000000,No
Binnie Eggar,Female,148,High,Blue,Yes,67000000,No
Lillian Bossel,Male,156,High,Gray,No,21000000,Yes
Tanney Hardesty,Male,176,Low,Gray,Yes,19000000,Yes
Robin Cottu,Female,178,Intermediate,Gray,No,53000000,Yes
Kele Hackforth,Male,143,High,Brown,No,72000000,Yes
Maxine Scourgie,Female,146,Intermediate,Black,Yes,59000000,No
Stanwood Rehorek,Male,148,High,Black,Yes,105000000,No
Sari Fluger,Female,163,Low,Brown,Yes,52000000,No
Mora Dansie,Female,154,High,Black,Yes,79000000,No
Wilhelm Berks,Female,157,Intermediate,Brown,No,21000000,Yes
Randi Macbeth,Male,153,Intermediate,Black,Yes,63000000,No
Zola Greeve,Female,164,Intermediate,Gray,Yes,86000000,No
Vi Payle,Female,169,Low,Black,No,15000000,Yes
Jacynth Arsmith,Female,163,Low,Brown,No,57000000,Yes
Les Kayzer,Female,184,Intermediate,Brown,No,2000000,Yes
Grazia Tremouille,Female,160,Low,Gray,No,106000000,Yes
Kahaleel Opy,Female,145,Intermediate,Blue,Yes,65000000,No
Ben Ingolotti,Male,159,High,Brown,Yes,13000000,No
Andrei Rene,Male,140,Intermediate,Blue,Yes,36000000,No
Lissa Todhunter,Male,162,Intermediate,Blue,Yes,113000000,No
Rutter Pirot,Female,149,Intermediate,Blue,Yes,70000000,No
Byrle McCaughren,Male,152,Intermediate,Blue,Yes,33000000,No
Aila Frears,Male,150,Intermediate,Brown,No,20000000,Yes
Ellene Gabotti,Female,164,Low,Brown,No,15000000,Yes
Esmaria Stratz,Male,142,High,Black,Yes,51000000,No
Hussein Aldcorn,Female,176,High,Blue,No,97000000,No
Christan Lantoph,Female,145,High,Gray,Yes,115000000,No
Nydia Moffett,Male,165,Intermediate,Brown,No,15000000,Yes
Olva Coldham,Female,155,Intermediate,Blue,Yes,150000000,No
Gilberte Kubin,Male,162,Low,Brown,No,3000000,Yes
Adelheid Hacon,Female,148,Low,Blue,Yes,96000000,No
Lennie Eassom,Male,150,High,Black,Yes,149000000,No
Kippy Graysmark,Male,175,High,Gray,No,45000000,Yes
Octavius Chisholm,Female,155,High,Black,Yes,76000000,No
Cull Antcliffe,Male,157,Intermediate,Black,No,6000000,Yes
Gian Cade,Male,159,Intermediate,Gray,Yes,116000000,No
Any Perkin,Female,171,Low,Blue,Yes,42000000,No
Vail Onthank,Female,142,Low,Gray,Yes,103000000,No
Melodie Starsmeare,Male,151,High,Brown,No,35000000,Yes
Felipa Boydon,Female,159,Intermediate,Blue,No,54000000,Yes
Norman Drew,Male,163,Intermediate,Brown,Yes,30000000,Yes
Donall Rockell,Male,155,Intermediate,Blue,Yes,65000000,No
Richmound Littrell,Male,165,High,Gray,No,43000000,Yes
Lynea McCheyne,Male,155,High,Brown,No,45000000,Yes
Liane Fricke,Female,158,Intermediate,Brown,No,126000000,Yes
Veda Brothwell,Male,161,Intermediate,Gray,No,123000000,Yes
Mariam McCaskill,Male,157,High,Blue,No,11000000,Yes
Catie Doxsey,Female,174,High,Brown,Yes,11000000,Yes
Eugine Citrine,Male,150,High,Black,Yes,95000000,No
Sioux Walisiak,Male,162,Low,Gray,Yes,6000000,Yes
Eleonora Furlonge,Male,167,High,Black,No,70000000,No
Joellen Bonwell,Male,171,Low,Brown,Yes,99000000,Yes
Colleen Pervoe,Male,184,Intermediate,Brown,No,54000000,Yes
Margaux Fairlaw,Male,151,Low,Gray,Yes,11000000,Yes
Jessi Lowry,Male,160,High,Brown,Yes,38000000,No
Kimmi Crumpe,Female,143,Low,Blue,No,58000000,No
Ryan Baskett,Male,155,High,Blue,Yes,25000000,Yes
Cyrillus Simao,Female,160,Low,Blue,No,6000000,Yes
Gabbey Vockings,Male,149,Intermediate,Gray,Yes,46000000,No
Kristopher Pattie,Male,169,Low,Brown,No,22000000,Yes
